number,opcode,operands,result,may_throw,may_bailout,may_call_php,may_run_dtor,reference_semantics,observer_boundary,interrupt_boundary,existing_jit_support,planned_znmir_lowering,n0_x64,n0_a64,special_cases,effect_ids,read_domains,write_domains,ownership_actions,barrier_ids,tests,source_refs,reason
0,ZEND_NOP,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HOT_HANDLER"",""op1"":[""ANY""],""op2"":[""ANY""],""spec"":[],""variants"":[]}",none,never,never,never,never,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,partial,runtime.misc,not_started,not_started,[],[],[],[],[],[],"[""contract.opcode_matrix"",""opcode.ZEND_NOP""]","[{""end_line"":8168,""path"":""Zend/zend_vm_def.h"",""start_line"":8162,""symbol"":""ZEND_NOP""},{""end_line"":2729,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2729,""symbol"":""ZEND_NOP""}]",The cited VM definition is an explicit control/metadata no-op with pure/no-memory/no-ownership behavior; it contains no semantic value access.
11,ZEND_BW_XOR,"{""dispatches"":[{""kind"":""helper"",""source_line"":916,""target"":""zend_bw_xor_helper"",""target_end_line"":900,""target_start_line"":880}],""extended"":[],""handler_style"":""ZEND_VM_HOT_NOCONSTCONST_HANDLER"",""op1"":[""CONST"",""TMPVARCV""],""op2"":[""CONST"",""TMPVARCV""],""spec"":[""COMMUTATIVE""],""variants"":[]}",temporary,conditional,never,never,conditional,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,both,scalar.binary,not_started,not_started,"[""destructor"",""exception""]","[""call_internal"",""read_memory"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.locals"",""frame.temps"",""heap.zval""]","[""engine.exception"",""frame.temps"",""gc.metadata"",""heap.zval""]","[""conditional_destroy"",""produce_owned""]","[""destructor"",""exception""]","[""contract.opcode_matrix"",""opcode.ZEND_BW_XOR""]","[{""end_line"":900,""path"":""Zend/zend_vm_def.h"",""start_line"":880,""symbol"":""zend_bw_xor_helper""},{""end_line"":918,""path"":""Zend/zend_vm_def.h"",""start_line"":901,""symbol"":""ZEND_BW_XOR""},{""end_line"":1665,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":1665,""symbol"":""ZEND_BW_XOR""},{""end_line"":4514,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":4514,""symbol"":""ZEND_BW_XOR""}]",The cited VM handler and operand declaration provide the exception paths used for this conservative annotation; JIT status uses only cited compiler cases. Dispatched helper definitions (zend_bw_xor_helper) are cited and included in the conservative effect union.
12,ZEND_POW,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_COLD_CONSTCONST_HANDLER"",""op1"":[""CONST"",""TMP"",""CV""],""op2"":[""CONST"",""TMP"",""CV""],""spec"":[],""variants"":[]}",temporary,conditional,conditional,never,conditional,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,partial,scalar.binary,not_started,not_started,"[""destructor"",""exception""]","[""bailout"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""frame.temps"",""heap.zval""]","[""conditional_destroy"",""produce_owned""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_POW""]","[{""end_line"":372,""path"":""Zend/zend_vm_def.h"",""start_line"":359,""symbol"":""ZEND_POW""},{""end_line"":1397,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":1397,""symbol"":""ZEND_POW""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor paths used for this conservative annotation; JIT status uses only cited compiler cases."
13,ZEND_BW_NOT,"{""dispatches"":[{""kind"":""helper"",""source_line"":957,""target"":""zend_bw_not_helper"",""target_end_line"":945,""target_start_line"":933}],""extended"":[],""handler_style"":""ZEND_VM_HOT_NOCONST_HANDLER"",""op1"":[""CONST"",""TMPVARCV""],""op2"":[""ANY""],""spec"":[],""variants"":[]}",temporary,conditional,never,never,conditional,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,none,scalar.binary,not_started,not_started,"[""destructor"",""exception""]","[""call_internal"",""read_memory"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.locals"",""frame.temps"",""heap.zval""]","[""engine.exception"",""frame.temps"",""gc.metadata"",""heap.zval""]","[""conditional_destroy"",""produce_owned""]","[""destructor"",""exception""]","[""contract.opcode_matrix"",""opcode.ZEND_BW_NOT""]","[{""end_line"":945,""path"":""Zend/zend_vm_def.h"",""start_line"":933,""symbol"":""zend_bw_not_helper""},{""end_line"":959,""path"":""Zend/zend_vm_def.h"",""start_line"":946,""symbol"":""ZEND_BW_NOT""}]",The cited VM handler and operand declaration provide the exception paths used for this conservative annotation; JIT status uses only cited compiler cases. Dispatched helper definitions (zend_bw_not_helper) are cited and included in the conservative effect union.
14,ZEND_BOOL_NOT,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_COLD_CONST_HANDLER"",""op1"":[""CONST"",""TMP"",""CV""],""op2"":[""ANY""],""spec"":[],""variants"":[]}",temporary,conditional,conditional,never,conditional,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,both,scalar.compare,not_started,not_started,"[""destructor"",""exception""]","[""bailout"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""frame.temps"",""heap.zval""]","[""conditional_destroy"",""produce_owned""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_BOOL_NOT""]","[{""end_line"":985,""path"":""Zend/zend_vm_def.h"",""start_line"":960,""symbol"":""ZEND_BOOL_NOT""},{""end_line"":2298,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2298,""symbol"":""ZEND_BOOL_NOT""},{""end_line"":5657,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":5657,""symbol"":""ZEND_BOOL_NOT""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor paths used for this conservative annotation; JIT status uses only cited compiler cases."
15,ZEND_BOOL_XOR,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_COLD_CONSTCONST_HANDLER"",""op1"":[""CONST"",""TMP"",""CV""],""op2"":[""CONST"",""TMP"",""CV""],""spec"":[""COMMUTATIVE""],""variants"":[]}",temporary,conditional,conditional,never,conditional,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,none,scalar.compare,not_started,not_started,"[""destructor"",""exception""]","[""bailout"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""frame.temps"",""heap.zval""]","[""conditional_destroy"",""produce_owned""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_BOOL_XOR""]","[{""end_line"":932,""path"":""Zend/zend_vm_def.h"",""start_line"":919,""symbol"":""ZEND_BOOL_XOR""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor paths used for this conservative annotation; JIT status uses only cited compiler cases."
16,ZEND_IS_IDENTICAL,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_COLD_CONSTCONST_HANDLER"",""op1"":[""CONST"",""TMP"",""CV""],""op2"":[""CONST"",""TMP"",""CV""],""spec"":[""COMMUTATIVE""],""variants"":[{""condition"":""(op1_info == MAY_BE_LONG && op2_info == MAY_BE_LONG)"",""extended"":[],""handler_style"":""ZEND_VM_HOT_TYPE_SPEC_HANDLER"",""name"":""ZEND_IS_EQUAL_LONG"",""op1"":[""CONST"",""TMPVARCV""],""op2"":[""CONST"",""TMPVARCV""],""source_line"":10225,""spec"":[""SMART_BRANCH"",""NO_CONST_CONST"",""COMMUTATIVE""]},{""condition"":""(op1_info == MAY_BE_DOUBLE && op2_info == MAY_BE_DOUBLE)"",""extended"":[],""handler_style"":""ZEND_VM_HOT_TYPE_SPEC_HANDLER"",""name"":""ZEND_IS_EQUAL_DOUBLE"",""op1"":[""CONST"",""TMPVARCV""],""op2"":[""CONST"",""TMPVARCV""],""source_line"":10237,""spec"":[""SMART_BRANCH"",""NO_CONST_CONST"",""COMMUTATIVE""]},{""condition"":""op->op2_type == IS_CONST && (Z_TYPE_P(RT_CONSTANT(op, op->op2)) == IS_ARRAY && zend_hash_num_elements(Z_ARR_P(RT_CONSTANT(op, op->op2))) == 0)"",""extended"":[],""handler_style"":""ZEND_VM_TYPE_SPEC_HANDLER"",""name"":""ZEND_IS_IDENTICAL_EMPTY_ARRAY"",""op1"":[""TMPVARCV""],""op2"":[""CONST""],""source_line"":10273,""spec"":[""SMART_BRANCH"",""COMMUTATIVE""]},{""condition"":""op->op1_type == IS_CV && (op->op2_type & (IS_CONST|IS_CV)) && !(op1_info & (MAY_BE_UNDEF|MAY_BE_REF)) && !(op2_info & (MAY_BE_UNDEF|MAY_BE_REF))"",""extended"":[],""handler_style"":""ZEND_VM_TYPE_SPEC_HANDLER"",""name"":""ZEND_IS_IDENTICAL_NOTHROW"",""op1"":[""CV""],""op2"":[""CONST"",""CV""],""source_line"":10299,""spec"":[""COMMUTATIVE""]}]}",temporary,conditional,conditional,never,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,both,scalar.compare,not_started,not_started,"[""destructor"",""exception"",""reference""]","[""bailout"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.reference"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""frame.temps"",""heap.reference"",""heap.zval""]","[""canonicalize"",""conditional_destroy"",""produce_owned""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_IS_IDENTICAL""]","[{""end_line"":464,""path"":""Zend/zend_vm_def.h"",""start_line"":450,""symbol"":""ZEND_IS_IDENTICAL""},{""end_line"":2202,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2202,""symbol"":""ZEND_IS_IDENTICAL""},{""end_line"":5479,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":5479,""symbol"":""ZEND_IS_IDENTICAL""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, reference/indirect paths used for this conservative annotation; JIT status uses only cited compiler cases."
17,ZEND_IS_NOT_IDENTICAL,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_COLD_CONSTCONST_HANDLER"",""op1"":[""CONST"",""TMP"",""CV""],""op2"":[""CONST"",""TMP"",""CV""],""spec"":[""COMMUTATIVE""],""variants"":[{""condition"":""(op1_info == MAY_BE_LONG && op2_info == MAY_BE_LONG)"",""extended"":[],""handler_style"":""ZEND_VM_HOT_TYPE_SPEC_HANDLER"",""name"":""ZEND_IS_NOT_EQUAL_LONG"",""op1"":[""CONST"",""TMPVARCV""],""op2"":[""CONST"",""TMPVARCV""],""source_line"":10249,""spec"":[""SMART_BRANCH"",""NO_CONST_CONST"",""COMMUTATIVE""]},{""condition"":""(op1_info == MAY_BE_DOUBLE && op2_info == MAY_BE_DOUBLE)"",""extended"":[],""handler_style"":""ZEND_VM_HOT_TYPE_SPEC_HANDLER"",""name"":""ZEND_IS_NOT_EQUAL_DOUBLE"",""op1"":[""CONST"",""TMPVARCV""],""op2"":[""CONST"",""TMPVARCV""],""source_line"":10261,""spec"":[""SMART_BRANCH"",""NO_CONST_CONST"",""COMMUTATIVE""]},{""condition"":""op->op2_type == IS_CONST && (Z_TYPE_P(RT_CONSTANT(op, op->op2)) == IS_ARRAY && zend_hash_num_elements(Z_ARR_P(RT_CONSTANT(op, op->op2))) == 0)"",""extended"":[],""handler_style"":""ZEND_VM_TYPE_SPEC_HANDLER"",""name"":""ZEND_IS_NOT_IDENTICAL_EMPTY_ARRAY"",""op1"":[""TMPVARCV""],""op2"":[""CONST""],""source_line"":10286,""spec"":[""SMART_BRANCH"",""COMMUTATIVE""]},{""condition"":""op->op1_type == IS_CV && (op->op2_type & (IS_CONST|IS_CV)) && !(op1_info & (MAY_BE_UNDEF|MAY_BE_REF)) && !(op2_info & (MAY_BE_UNDEF|MAY_BE_REF))"",""extended"":[],""handler_style"":""ZEND_VM_TYPE_SPEC_HANDLER"",""name"":""ZEND_IS_NOT_IDENTICAL_NOTHROW"",""op1"":[""CV""],""op2"":[""CONST"",""CV""],""source_line"":10315,""spec"":[""COMMUTATIVE""]}]}",temporary,conditional,conditional,never,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,both,scalar.compare,not_started,not_started,"[""destructor"",""exception"",""reference""]","[""bailout"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.reference"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""frame.temps"",""heap.reference"",""heap.zval""]","[""canonicalize"",""conditional_destroy"",""produce_owned""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_IS_NOT_IDENTICAL""]","[{""end_line"":493,""path"":""Zend/zend_vm_def.h"",""start_line"":479,""symbol"":""ZEND_IS_NOT_IDENTICAL""},{""end_line"":2203,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2203,""symbol"":""ZEND_IS_NOT_IDENTICAL""},{""end_line"":5480,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":5480,""symbol"":""ZEND_IS_NOT_IDENTICAL""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, reference/indirect paths used for this conservative annotation; JIT status uses only cited compiler cases."
18,ZEND_IS_EQUAL,"{""dispatches"":[{""kind"":""helper"",""source_line"":571,""target"":""zend_is_equal_helper"",""target_end_line"":515,""target_start_line"":494}],""extended"":[],""handler_style"":""ZEND_VM_COLD_CONSTCONST_HANDLER"",""op1"":[""CONST"",""TMP"",""CV""],""op2"":[""CONST"",""TMP"",""CV""],""spec"":[""SMART_BRANCH"",""COMMUTATIVE""],""variants"":[{""condition"":""(op1_info == MAY_BE_LONG && op2_info == MAY_BE_LONG)"",""extended"":[],""handler_style"":""ZEND_VM_HOT_TYPE_SPEC_HANDLER"",""name"":""ZEND_IS_EQUAL_LONG"",""op1"":[""CONST"",""TMPVARCV""],""op2"":[""CONST"",""TMPVARCV""],""source_line"":10225,""spec"":[""SMART_BRANCH"",""NO_CONST_CONST"",""COMMUTATIVE""]},{""condition"":""(op1_info == MAY_BE_DOUBLE && op2_info == MAY_BE_DOUBLE)"",""extended"":[],""handler_style"":""ZEND_VM_HOT_TYPE_SPEC_HANDLER"",""name"":""ZEND_IS_EQUAL_DOUBLE"",""op1"":[""CONST"",""TMPVARCV""],""op2"":[""CONST"",""TMPVARCV""],""source_line"":10237,""spec"":[""SMART_BRANCH"",""NO_CONST_CONST"",""COMMUTATIVE""]}]}",temporary,conditional,conditional,never,conditional,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,both,scalar.compare,not_started,not_started,"[""destructor"",""exception""]","[""bailout"",""call_internal"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.string"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""frame.temps"",""gc.metadata"",""heap.zval""]","[""conditional_destroy"",""produce_owned""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_IS_EQUAL""]","[{""end_line"":515,""path"":""Zend/zend_vm_def.h"",""start_line"":494,""symbol"":""zend_is_equal_helper""},{""end_line"":573,""path"":""Zend/zend_vm_def.h"",""start_line"":516,""symbol"":""ZEND_IS_EQUAL""},{""end_line"":2164,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2164,""symbol"":""ZEND_IS_EQUAL""},{""end_line"":5429,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":5429,""symbol"":""ZEND_IS_EQUAL""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor paths used for this conservative annotation; JIT status uses only cited compiler cases. Dispatched helper definitions (zend_is_equal_helper) are cited and included in the conservative effect union."
19,ZEND_IS_NOT_EQUAL,"{""dispatches"":[{""kind"":""helper"",""source_line"":651,""target"":""zend_is_not_equal_helper"",""target_end_line"":595,""target_start_line"":574}],""extended"":[],""handler_style"":""ZEND_VM_COLD_CONSTCONST_HANDLER"",""op1"":[""CONST"",""TMP"",""CV""],""op2"":[""CONST"",""TMP"",""CV""],""spec"":[""SMART_BRANCH"",""COMMUTATIVE""],""variants"":[{""condition"":""(op1_info == MAY_BE_LONG && op2_info == MAY_BE_LONG)"",""extended"":[],""handler_style"":""ZEND_VM_HOT_TYPE_SPEC_HANDLER"",""name"":""ZEND_IS_NOT_EQUAL_LONG"",""op1"":[""CONST"",""TMPVARCV""],""op2"":[""CONST"",""TMPVARCV""],""source_line"":10249,""spec"":[""SMART_BRANCH"",""NO_CONST_CONST"",""COMMUTATIVE""]},{""condition"":""(op1_info == MAY_BE_DOUBLE && op2_info == MAY_BE_DOUBLE)"",""extended"":[],""handler_style"":""ZEND_VM_HOT_TYPE_SPEC_HANDLER"",""name"":""ZEND_IS_NOT_EQUAL_DOUBLE"",""op1"":[""CONST"",""TMPVARCV""],""op2"":[""CONST"",""TMPVARCV""],""source_line"":10261,""spec"":[""SMART_BRANCH"",""NO_CONST_CONST"",""COMMUTATIVE""]}]}",temporary,conditional,conditional,never,conditional,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,both,scalar.compare,not_started,not_started,"[""destructor"",""exception""]","[""bailout"",""call_internal"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.string"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""frame.temps"",""gc.metadata"",""heap.zval""]","[""conditional_destroy"",""produce_owned""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_IS_NOT_EQUAL""]","[{""end_line"":595,""path"":""Zend/zend_vm_def.h"",""start_line"":574,""symbol"":""zend_is_not_equal_helper""},{""end_line"":653,""path"":""Zend/zend_vm_def.h"",""start_line"":596,""symbol"":""ZEND_IS_NOT_EQUAL""},{""end_line"":2165,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2165,""symbol"":""ZEND_IS_NOT_EQUAL""},{""end_line"":5430,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":5430,""symbol"":""ZEND_IS_NOT_EQUAL""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor paths used for this conservative annotation; JIT status uses only cited compiler cases. Dispatched helper definitions (zend_is_not_equal_helper) are cited and included in the conservative effect union."
20,ZEND_IS_SMALLER,"{""dispatches"":[{""kind"":""helper"",""source_line"":716,""target"":""zend_is_smaller_helper"",""target_end_line"":675,""target_start_line"":654}],""extended"":[],""handler_style"":""ZEND_VM_HOT_NOCONSTCONST_HANDLER"",""op1"":[""CONST"",""TMPVARCV""],""op2"":[""CONST"",""TMPVARCV""],""spec"":[""SMART_BRANCH""],""variants"":[{""condition"":""(op1_info == MAY_BE_LONG && op2_info == MAY_BE_LONG)"",""extended"":[],""handler_style"":""ZEND_VM_HOT_TYPE_SPEC_HANDLER"",""name"":""ZEND_IS_SMALLER_LONG"",""op1"":[""CONST"",""TMPVARCV""],""op2"":[""CONST"",""TMPVARCV""],""source_line"":10328,""spec"":[""SMART_BRANCH"",""NO_CONST_CONST""]},{""condition"":""(op1_info == MAY_BE_DOUBLE && op2_info == MAY_BE_DOUBLE)"",""extended"":[],""handler_style"":""ZEND_VM_HOT_TYPE_SPEC_HANDLER"",""name"":""ZEND_IS_SMALLER_DOUBLE"",""op1"":[""CONST"",""TMPVARCV""],""op2"":[""CONST"",""TMPVARCV""],""source_line"":10340,""spec"":[""SMART_BRANCH"",""NO_CONST_CONST""]}]}",temporary,conditional,never,never,conditional,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,both,scalar.compare,not_started,not_started,"[""destructor"",""exception""]","[""call_internal"",""read_memory"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.locals"",""frame.temps"",""heap.zval""]","[""engine.exception"",""frame.temps"",""gc.metadata"",""heap.zval""]","[""conditional_destroy"",""produce_owned""]","[""destructor"",""exception""]","[""contract.opcode_matrix"",""opcode.ZEND_IS_SMALLER""]","[{""end_line"":675,""path"":""Zend/zend_vm_def.h"",""start_line"":654,""symbol"":""zend_is_smaller_helper""},{""end_line"":718,""path"":""Zend/zend_vm_def.h"",""start_line"":676,""symbol"":""ZEND_IS_SMALLER""},{""end_line"":2166,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2166,""symbol"":""ZEND_IS_SMALLER""},{""end_line"":5431,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":5431,""symbol"":""ZEND_IS_SMALLER""}]",The cited VM handler and operand declaration provide the exception paths used for this conservative annotation; JIT status uses only cited compiler cases. Dispatched helper definitions (zend_is_smaller_helper) are cited and included in the conservative effect union.
21,ZEND_IS_SMALLER_OR_EQUAL,"{""dispatches"":[{""kind"":""helper"",""source_line"":785,""target"":""zend_is_smaller_or_equal_helper"",""target_end_line"":740,""target_start_line"":719}],""extended"":[],""handler_style"":""ZEND_VM_HOT_NOCONSTCONST_HANDLER"",""op1"":[""CONST"",""TMPVARCV""],""op2"":[""CONST"",""TMPVARCV""],""spec"":[""SMART_BRANCH""],""variants"":[{""condition"":""(op1_info == MAY_BE_LONG && op2_info == MAY_BE_LONG)"",""extended"":[],""handler_style"":""ZEND_VM_HOT_TYPE_SPEC_HANDLER"",""name"":""ZEND_IS_SMALLER_OR_EQUAL_LONG"",""op1"":[""CONST"",""TMPVARCV""],""op2"":[""CONST"",""TMPVARCV""],""source_line"":10352,""spec"":[""SMART_BRANCH"",""NO_CONST_CONST""]},{""condition"":""(op1_info == MAY_BE_DOUBLE && op2_info == MAY_BE_DOUBLE)"",""extended"":[],""handler_style"":""ZEND_VM_HOT_TYPE_SPEC_HANDLER"",""name"":""ZEND_IS_SMALLER_OR_EQUAL_DOUBLE"",""op1"":[""CONST"",""TMPVARCV""],""op2"":[""CONST"",""TMPVARCV""],""source_line"":10364,""spec"":[""SMART_BRANCH"",""NO_CONST_CONST""]}]}",temporary,conditional,never,never,conditional,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,both,scalar.compare,not_started,not_started,"[""destructor"",""exception""]","[""call_internal"",""read_memory"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.locals"",""frame.temps"",""heap.zval""]","[""engine.exception"",""frame.temps"",""gc.metadata"",""heap.zval""]","[""conditional_destroy"",""produce_owned""]","[""destructor"",""exception""]","[""contract.opcode_matrix"",""opcode.ZEND_IS_SMALLER_OR_EQUAL""]","[{""end_line"":740,""path"":""Zend/zend_vm_def.h"",""start_line"":719,""symbol"":""zend_is_smaller_or_equal_helper""},{""end_line"":787,""path"":""Zend/zend_vm_def.h"",""start_line"":741,""symbol"":""ZEND_IS_SMALLER_OR_EQUAL""},{""end_line"":2167,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2167,""symbol"":""ZEND_IS_SMALLER_OR_EQUAL""},{""end_line"":5432,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":5432,""symbol"":""ZEND_IS_SMALLER_OR_EQUAL""}]",The cited VM handler and operand declaration provide the exception paths used for this conservative annotation; JIT status uses only cited compiler cases. Dispatched helper definitions (zend_is_smaller_or_equal_helper) are cited and included in the conservative effect union.
22,ZEND_ASSIGN,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""VAR"",""CV""],""op2"":[""CONST"",""TMP"",""CV""],""spec"":[""RETVAL""],""variants"":[]}",in_place,conditional,conditional,never,conditional,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,both,runtime.misc,not_started,not_started,"[""destructor"",""exception""]","[""bailout"",""call_internal"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""heap.zval""]","[""conditional_destroy"",""copy_addref"",""transfer""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_ASSIGN""]","[{""end_line"":2861,""path"":""Zend/zend_vm_def.h"",""start_line"":2833,""symbol"":""ZEND_ASSIGN""},{""end_line"":2018,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2018,""symbol"":""ZEND_ASSIGN""},{""end_line"":5119,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":5119,""symbol"":""ZEND_ASSIGN""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor paths used for this conservative annotation; JIT status uses only cited compiler cases."
23,ZEND_ASSIGN_DIM,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""VAR"",""CV""],""op2"":[""CONST"",""TMP"",""UNUSED"",""NEXT"",""CV""],""spec"":[""OP_DATA=CONST|TMP|CV""],""variants"":[]}",in_place,conditional,conditional,never,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,both,runtime.array,not_started,not_started,"[""destructor"",""exception"",""reference""]","[""allocate"",""bailout"",""call_internal"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.array"",""heap.object"",""heap.reference"",""heap.string"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""gc.metadata"",""heap.reference"",""heap.zval""]","[""canonicalize"",""conditional_destroy"",""copy_addref"",""cow_separate"",""transfer""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_ASSIGN_DIM""]","[{""end_line"":2832,""path"":""Zend/zend_vm_def.h"",""start_line"":2680,""symbol"":""ZEND_ASSIGN_DIM""},{""end_line"":1855,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":1855,""symbol"":""ZEND_ASSIGN_DIM""},{""end_line"":5062,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":5062,""symbol"":""ZEND_ASSIGN_DIM""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, allocation, reference/indirect paths used for this conservative annotation; JIT status uses only cited compiler cases."
